"sep=,"
Nazwa,ID,Cena,IloϾ,Bricklink,Img
Dominic Toretto,sc103,20.0,3,"https://www.bricklink.com/v2/catalog/catalogitem.page?M=sc103&#T=S&O={""ss"":""PL"",""loc"":""PL"",""rpp"":""500"",""iconly"":0}",https://img.bricklink.com/ItemImage/MN/0/sc103.png
